Activity_StartDate,Result_Measure,Result_MeasureUnit,Result_Characteristic,ResultAnalyticalMethod_Description,Result_CharacteristicGroup
1989-08-28,9,mg/L,Total suspended solids,"DESCRIPTION: Suspended solids, dried at 105 deg. C, by weight; CITATION(S): Fishman, M.J., and Friedman, L.C., 1989, Methods for determination of inorganic substances in water and fluvial sediments: U.S. Geological Survey Techniques of Water-Resources Investigations, book 5, chap. A1, p. 443. | USGS | I-3765-85",Physical
1990-01-31,9,mg/L,Total suspended solids,"DESCRIPTION: Suspended solids, dried at 105 deg. C, by weight; CITATION(S): Fishman, M.J., and Friedman, L.C., 1989, Methods for determination of inorganic substances in water and fluvial sediments: U.S. Geological Survey Techniques of Water-Resources Investigations, book 5, chap. A1, p. 443. | USGS | I-3765-85",Physical
1990-03-11,7,mg/L,Total suspended solids,"DESCRIPTION: Suspended solids, dried at 105 deg. C, by weight; CITATION(S): Fishman, M.J., and Friedman, L.C., 1989, Methods for determination of inorganic substances in water and fluvial sediments: U.S. Geological Survey Techniques of Water-Resources Investigations, book 5, chap. A1, p. 443. | USGS | I-3765-85",Physical
1990-03-13,46,mg/L,Total suspended solids,"DESCRIPTION: Suspended solids, dried at 105 deg. C, by weight; CITATION(S): Fishman, M.J., and Friedman, L.C., 1989, Methods for determination of inorganic substances in water and fluvial sediments: U.S. Geological Survey Techniques of Water-Resources Investigations, book 5, chap. A1, p. 443. | USGS | I-3765-85",Physical
1990-03-14,263,mg/L,Total suspended solids,"DESCRIPTION: Suspended solids, dried at 105 deg. C, by weight; CITATION(S): Fishman, M.J., and Friedman, L.C., 1989, Methods for determination of inorganic substances in water and fluvial sediments: U.S. Geological Survey Techniques of Water-Resources Investigations, book 5, chap. A1, p. 443. | USGS | I-3765-85",Physical
1990-03-16,62,mg/L,Total suspended solids,"DESCRIPTION: Suspended solids, dried at 105 deg. C, by weight; CITATION(S): Fishman, M.J., and Friedman, L.C., 1989, Methods for determination of inorganic substances in water and fluvial sediments: U.S. Geological Survey Techniques of Water-Resources Investigations, book 5, chap. A1, p. 443. | USGS | I-3765-85",Physical
1990-03-21,14,mg/L,Total suspended solids,"DESCRIPTION: Suspended solids, dried at 105 deg. C, by weight; CITATION(S): Fishman, M.J., and Friedman, L.C., 1989, Methods for determination of inorganic substances in water and fluvial sediments: U.S. Geological Survey Techniques of Water-Resources Investigations, book 5, chap. A1, p. 443. | USGS | I-3765-85",Physical
1990-03-28,9,mg/L,Total suspended solids,"DESCRIPTION: Suspended solids, dried at 105 deg. C, by weight; CITATION(S): Fishman, M.J., and Friedman, L.C., 1989, Methods for determination of inorganic substances in water and fluvial sediments: U.S. Geological Survey Techniques of Water-Resources Investigations, book 5, chap. A1, p. 443. | USGS | I-3765-85",Physical
1990-05-31,44,mg/L,Total suspended solids,"DESCRIPTION: Suspended solids, dried at 105 deg. C, by weight; CITATION(S): Fishman, M.J., and Friedman, L.C., 1989, Methods for determination of inorganic substances in water and fluvial sediments: U.S. Geological Survey Techniques of Water-Resources Investigations, book 5, chap. A1, p. 443. | USGS | I-3765-85",Physical
1990-08-29,83,mg/L,Total suspended solids,"DESCRIPTION: Suspended solids, dried at 105 deg. C, by weight; CITATION(S): Fishman, M.J., and Friedman, L.C., 1989, Methods for determination of inorganic substances in water and fluvial sediments: U.S. Geological Survey Techniques of Water-Resources Investigations, book 5, chap. A1, p. 443. | USGS | I-3765-85",Physical
1991-03-16,15,mg/L,Total suspended solids,"DESCRIPTION: Suspended solids, dried at 105 deg. C, by weight; CITATION(S): Fishman, M.J., and Friedman, L.C., 1989, Methods for determination of inorganic substances in water and fluvial sediments: U.S. Geological Survey Techniques of Water-Resources Investigations, book 5, chap. A1, p. 443. | USGS | I-3765-85",Physical
1991-03-19,41,mg/L,Total suspended solids,"DESCRIPTION: Suspended solids, dried at 105 deg. C, by weight; CITATION(S): Fishman, M.J., and Friedman, L.C., 1989, Methods for determination of inorganic substances in water and fluvial sediments: U.S. Geological Survey Techniques of Water-Resources Investigations, book 5, chap. A1, p. 443. | USGS | I-3765-85",Physical
1991-03-20,31,mg/L,Total suspended solids,"DESCRIPTION: Suspended solids, dried at 105 deg. C, by weight; CITATION(S): Fishman, M.J., and Friedman, L.C., 1989, Methods for determination of inorganic substances in water and fluvial sediments: U.S. Geological Survey Techniques of Water-Resources Investigations, book 5, chap. A1, p. 443. | USGS | I-3765-85",Physical
1991-03-21,110,mg/L,Total suspended solids,"DESCRIPTION: Suspended solids, dried at 105 deg. C, by weight; CITATION(S): Fishman, M.J., and Friedman, L.C., 1989, Methods for determination of inorganic substances in water and fluvial sediments: U.S. Geological Survey Techniques of Water-Resources Investigations, book 5, chap. A1, p. 443. | USGS | I-3765-85",Physical
1991-03-23,669,mg/L,Total suspended solids,"DESCRIPTION: Suspended solids, dried at 105 deg. C, by weight; CITATION(S): Fishman, M.J., and Friedman, L.C., 1989, Methods for determination of inorganic substances in water and fluvial sediments: U.S. Geological Survey Techniques of Water-Resources Investigations, book 5, chap. A1, p. 443. | USGS | I-3765-85",Physical
1991-03-26,355,mg/L,Total suspended solids,"DESCRIPTION: Suspended solids, dried at 105 deg. C, by weight; CITATION(S): Fishman, M.J., and Friedman, L.C., 1989, Methods for determination of inorganic substances in water and fluvial sediments: U.S. Geological Survey Techniques of Water-Resources Investigations, book 5, chap. A1, p. 443. | USGS | I-3765-85",Physical
1991-03-27,221,mg/L,Total suspended solids,"DESCRIPTION: Suspended solids, dried at 105 deg. C, by weight; CITATION(S): Fishman, M.J., and Friedman, L.C., 1989, Methods for determination of inorganic substances in water and fluvial sediments: U.S. Geological Survey Techniques of Water-Resources Investigations, book 5, chap. A1, p. 443. | USGS | I-3765-85",Physical
1991-04-03,100,mg/L,Total suspended solids,"DESCRIPTION: Suspended solids, dried at 105 deg. C, by weight; CITATION(S): Fishman, M.J., and Friedman, L.C., 1989, Methods for determination of inorganic substances in water and fluvial sediments: U.S. Geological Survey Techniques of Water-Resources Investigations, book 5, chap. A1, p. 443. | USGS | I-3765-85",Physical
