Activity_StartDate,Result_Measure,Result_MeasureUnit,Result_Characteristic,ResultAnalyticalMethod_Description,Result_CharacteristicGroup
1995-08-02,300,mg/L,Bicarbonate,,"Inorganics, Major, Non-metals"
1996-03-14,184,mg/L,Bicarbonate,,"Inorganics, Major, Non-metals"
1996-04-24,307,mg/L,Bicarbonate,,"Inorganics, Major, Non-metals"
1996-05-28,321,mg/L,Bicarbonate,,"Inorganics, Major, Non-metals"
1996-06-12,290,mg/L,Bicarbonate,,"Inorganics, Major, Non-metals"
1996-06-17,154,mg/L,Bicarbonate,,"Inorganics, Major, Non-metals"
1996-07-09,271,mg/L,Bicarbonate,,"Inorganics, Major, Non-metals"
1996-08-07,238,mg/L,Bicarbonate,,"Inorganics, Major, Non-metals"
1996-08-26,175,mg/L,Bicarbonate,,"Inorganics, Major, Non-metals"
1996-09-03,318,mg/L,Bicarbonate,,"Inorganics, Major, Non-metals"
1996-10-02,336,mg/L,Bicarbonate,,"Inorganics, Major, Non-metals"
1996-11-04,388,mg/L,Bicarbonate,,"Inorganics, Major, Non-metals"
1996-12-10,390,mg/L,Bicarbonate,,"Inorganics, Major, Non-metals"
1997-01-13,430,mg/L,Bicarbonate,,"Inorganics, Major, Non-metals"
1997-02-12,438,mg/L,Bicarbonate,,"Inorganics, Major, Non-metals"
1997-03-05,232,mg/L,Bicarbonate,,"Inorganics, Major, Non-metals"
1997-03-18,210,mg/L,Bicarbonate,,"Inorganics, Major, Non-metals"
1997-04-08,299,mg/L,Bicarbonate,,"Inorganics, Major, Non-metals"
1997-04-16,298,mg/L,Bicarbonate,,"Inorganics, Major, Non-metals"
1997-04-24,300,mg/L,Bicarbonate,,"Inorganics, Major, Non-metals"
1997-04-28,276,mg/L,Bicarbonate,,"Inorganics, Major, Non-metals"
1997-05-08,307,mg/L,Bicarbonate,,"Inorganics, Major, Non-metals"
1997-05-15,318,mg/L,Bicarbonate,,"Inorganics, Major, Non-metals"
1997-05-22,292,mg/L,Bicarbonate,,"Inorganics, Major, Non-metals"
1997-05-28,315,mg/L,Bicarbonate,,"Inorganics, Major, Non-metals"
1997-06-05,278,mg/L,Bicarbonate,,"Inorganics, Major, Non-metals"
1997-06-09,298,mg/L,Bicarbonate,,"Inorganics, Major, Non-metals"
