Activity_StartDate,Result_Measure,Result_MeasureUnit,Result_Characteristic,ResultAnalyticalMethod_Description,Result_CharacteristicGroup
2018-04-21,2100,mL,Volume of sample,,Information
2018-04-27,1380,mL,Volume of sample,,Information
2018-05-03,1787,mL,Volume of sample,,Information
2018-06-08,1500,mL,Volume of sample,,Information
2018-06-10,1390,mL,Volume of sample,,Information
2018-06-23,1550,mL,Volume of sample,,Information
2018-06-25,1625,mL,Volume of sample,,Information
2019-03-25,2253,mL,Volume of sample,,Information
2019-03-29,2200,mL,Volume of sample,,Information
2019-04-16,1700,mL,Volume of sample,,Information
2019-04-18,1700,mL,Volume of sample,,Information
2019-05-29,1725,mL,Volume of sample,,Information
2019-07-05,1400,mL,Volume of sample,,Information
2019-07-05,1400,mL,Volume of sample,,Information
