Activity_StartDate,Result_Measure,Result_MeasureUnit,Result_Characteristic,ResultAnalyticalMethod_Description,Result_CharacteristicGroup
1995-08-02,0.0,mg/L,Carbonate,,"Inorganics, Major, Non-metals"
1996-03-14,0.0,mg/L,Carbonate,,"Inorganics, Major, Non-metals"
1996-04-24,5,mg/L,Carbonate,,"Inorganics, Major, Non-metals"
1996-05-28,0.0,mg/L,Carbonate,,"Inorganics, Major, Non-metals"
1996-06-12,0.0,mg/L,Carbonate,,"Inorganics, Major, Non-metals"
1996-06-17,0.0,mg/L,Carbonate,,"Inorganics, Major, Non-metals"
1996-07-09,0.0,mg/L,Carbonate,,"Inorganics, Major, Non-metals"
1996-08-07,0.0,mg/L,Carbonate,,"Inorganics, Major, Non-metals"
1996-08-26,0.0,mg/L,Carbonate,,"Inorganics, Major, Non-metals"
1996-09-03,0.0,mg/L,Carbonate,,"Inorganics, Major, Non-metals"
1996-10-02,0.0,mg/L,Carbonate,,"Inorganics, Major, Non-metals"
1996-11-04,0.0,mg/L,Carbonate,,"Inorganics, Major, Non-metals"
1996-12-10,0.0,mg/L,Carbonate,,"Inorganics, Major, Non-metals"
1997-01-13,0.0,mg/L,Carbonate,,"Inorganics, Major, Non-metals"
1997-02-12,0.0,mg/L,Carbonate,,"Inorganics, Major, Non-metals"
1997-03-05,0.0,mg/L,Carbonate,,"Inorganics, Major, Non-metals"
1997-03-18,0.0,mg/L,Carbonate,,"Inorganics, Major, Non-metals"
1997-04-08,0.0,mg/L,Carbonate,,"Inorganics, Major, Non-metals"
1997-04-16,7,mg/L,Carbonate,,"Inorganics, Major, Non-metals"
1997-04-24,0.0,mg/L,Carbonate,,"Inorganics, Major, Non-metals"
1997-04-28,7,mg/L,Carbonate,,"Inorganics, Major, Non-metals"
1997-05-08,0.0,mg/L,Carbonate,,"Inorganics, Major, Non-metals"
1997-05-15,0.0,mg/L,Carbonate,,"Inorganics, Major, Non-metals"
1997-05-22,6,mg/L,Carbonate,,"Inorganics, Major, Non-metals"
1997-05-28,0.0,mg/L,Carbonate,,"Inorganics, Major, Non-metals"
1997-06-05,0.0,mg/L,Carbonate,,"Inorganics, Major, Non-metals"
1997-06-09,0.0,mg/L,Carbonate,,"Inorganics, Major, Non-metals"
1997-06-18,0.0,mg/L,Carbonate,,"Inorganics, Major, Non-metals"
1997-06-23,0.0,mg/L,Carbonate,,"Inorganics, Major, Non-metals"
1997-07-03,0.0,mg/L,Carbonate,,"Inorganics, Major, Non-metals"
1997-07-11,0.0,mg/L,Carbonate,,"Inorganics, Major, Non-metals"
1997-07-16,0.0,mg/L,Carbonate,,"Inorganics, Major, Non-metals"
1997-07-24,0.0,mg/L,Carbonate,,"Inorganics, Major, Non-metals"
1997-07-31,0.0,mg/L,Carbonate,,"Inorganics, Major, Non-metals"
1997-08-08,0.0,mg/L,Carbonate,,"Inorganics, Major, Non-metals"
1997-08-15,0.0,mg/L,Carbonate,,"Inorganics, Major, Non-metals"
1997-08-18,2,mg/L,Carbonate,,"Inorganics, Major, Non-metals"
1997-08-20,0.0,mg/L,Carbonate,,"Inorganics, Major, Non-metals"
1997-08-26,0.0,mg/L,Carbonate,,"Inorganics, Major, Non-metals"
1997-09-09,0.0,mg/L,Carbonate,,"Inorganics, Major, Non-metals"
1997-10-28,2,mg/L,Carbonate,,"Inorganics, Major, Non-metals"
1997-11-20,0.0,mg/L,Carbonate,,"Inorganics, Major, Non-metals"
1997-12-18,0.0,mg/L,Carbonate,,"Inorganics, Major, Non-metals"
1998-01-08,0.0,mg/L,Carbonate,,"Inorganics, Major, Non-metals"
1998-02-05,0.0,mg/L,Carbonate,,"Inorganics, Major, Non-metals"
1998-02-19,0.0,mg/L,Carbonate,,"Inorganics, Major, Non-metals"
1998-03-18,0.0,mg/L,Carbonate,,"Inorganics, Major, Non-metals"
1998-03-30,0.0,mg/L,Carbonate,,"Inorganics, Major, Non-metals"
1998-04-20,0.0,mg/L,Carbonate,,"Inorganics, Major, Non-metals"
1998-05-14,0.0,mg/L,Carbonate,,"Inorganics, Major, Non-metals"
1998-05-18,0.0,mg/L,Carbonate,,"Inorganics, Major, Non-metals"
2001-03-05,0.0,mg/L,Carbonate,,"Inorganics, Major, Non-metals"
2001-04-05,0.0,mg/L,Carbonate,,"Inorganics, Major, Non-metals"
2001-05-04,0.0,mg/L,Carbonate,,"Inorganics, Major, Non-metals"
2001-06-29,0.0,mg/L,Carbonate,,"Inorganics, Major, Non-metals"
2001-07-24,0.0,mg/L,Carbonate,,"Inorganics, Major, Non-metals"
2001-08-09,0.0,mg/L,Carbonate,,"Inorganics, Major, Non-metals"
2001-11-26,0.0,mg/L,Carbonate,,"Inorganics, Major, Non-metals"
2001-12-18,0.0,mg/L,Carbonate,,"Inorganics, Major, Non-metals"
2002-01-23,0.0,mg/L,Carbonate,,"Inorganics, Major, Non-metals"
2002-02-26,0.0,mg/L,Carbonate,,"Inorganics, Major, Non-metals"
2002-04-17,4,mg/L,Carbonate,,"Inorganics, Major, Non-metals"
2002-05-07,6,mg/L,Carbonate,,"Inorganics, Major, Non-metals"
2002-06-06,0.0,mg/L,Carbonate,,"Inorganics, Major, Non-metals"
2002-07-25,0.0,mg/L,Carbonate,,"Inorganics, Major, Non-metals"
2002-08-23,0.0,mg/L,Carbonate,,"Inorganics, Major, Non-metals"
2002-10-02,0.0,mg/L,Carbonate,,"Inorganics, Major, Non-metals"
2002-11-13,4,mg/L,Carbonate,,"Inorganics, Major, Non-metals"
2002-12-26,0.0,mg/L,Carbonate,,"Inorganics, Major, Non-metals"
2003-01-14,0.0,mg/L,Carbonate,,"Inorganics, Major, Non-metals"
2003-02-12,0.0,mg/L,Carbonate,,"Inorganics, Major, Non-metals"
2003-04-09,0.0,mg/L,Carbonate,,"Inorganics, Major, Non-metals"
2003-05-06,6,mg/L,Carbonate,,"Inorganics, Major, Non-metals"
2003-06-19,0.0,mg/L,Carbonate,,"Inorganics, Major, Non-metals"
2003-07-22,2,mg/L,Carbonate,,"Inorganics, Major, Non-metals"
2003-08-06,0.0,mg/L,Carbonate,,"Inorganics, Major, Non-metals"
2004-03-17,0.0,mg/L,Carbonate,,"Inorganics, Major, Non-metals"
2004-04-13,11,mg/L,Carbonate,,"Inorganics, Major, Non-metals"
2004-05-19,0.0,mg/L,Carbonate,,"Inorganics, Major, Non-metals"
2004-06-04,0.0,mg/L,Carbonate,,"Inorganics, Major, Non-metals"
2004-07-15,0.0,mg/L,Carbonate,,"Inorganics, Major, Non-metals"
