Activity_StartDate,Result_Measure,Result_MeasureUnit,Result_Characteristic,ResultAnalyticalMethod_Description,Result_CharacteristicGroup
1994-03-04,38,mg/L,Total suspended solids,"DESCRIPTION: Suspended solids, dried at 105 deg. C, by weight; CITATION(S): Fishman, M.J., and Friedman, L.C., 1989, Methods for determination of inorganic substances in water and fluvial sediments: U.S. Geological Survey Techniques of Water-Resources Investigations, book 5, chap. A1, p. 443. | USGS | I-3765-85",Physical
1994-03-09,110,mg/L,Total suspended solids,"DESCRIPTION: Suspended solids, dried at 105 deg. C, by weight; CITATION(S): Fishman, M.J., and Friedman, L.C., 1989, Methods for determination of inorganic substances in water and fluvial sediments: U.S. Geological Survey Techniques of Water-Resources Investigations, book 5, chap. A1, p. 443. | USGS | I-3765-85",Physical
1994-03-16,278,mg/L,Total suspended solids,"DESCRIPTION: Suspended solids, dried at 105 deg. C, by weight; CITATION(S): Fishman, M.J., and Friedman, L.C., 1989, Methods for determination of inorganic substances in water and fluvial sediments: U.S. Geological Survey Techniques of Water-Resources Investigations, book 5, chap. A1, p. 443. | USGS | I-3765-85",Physical
1994-03-23,92,mg/L,Total suspended solids,"DESCRIPTION: Suspended solids, dried at 105 deg. C, by weight; CITATION(S): Fishman, M.J., and Friedman, L.C., 1989, Methods for determination of inorganic substances in water and fluvial sediments: U.S. Geological Survey Techniques of Water-Resources Investigations, book 5, chap. A1, p. 443. | USGS | I-3765-85",Physical
1994-03-30,87,mg/L,Total suspended solids,"DESCRIPTION: Suspended solids, dried at 105 deg. C, by weight; CITATION(S): Fishman, M.J., and Friedman, L.C., 1989, Methods for determination of inorganic substances in water and fluvial sediments: U.S. Geological Survey Techniques of Water-Resources Investigations, book 5, chap. A1, p. 443. | USGS | I-3765-85",Physical
1994-04-05,68,mg/L,Total suspended solids,"DESCRIPTION: Suspended solids, dried at 105 deg. C, by weight; CITATION(S): Fishman, M.J., and Friedman, L.C., 1989, Methods for determination of inorganic substances in water and fluvial sediments: U.S. Geological Survey Techniques of Water-Resources Investigations, book 5, chap. A1, p. 443. | USGS | I-3765-85",Physical
1994-04-13,164,mg/L,Total suspended solids,"DESCRIPTION: Suspended solids, dried at 105 deg. C, by weight; CITATION(S): Fishman, M.J., and Friedman, L.C., 1989, Methods for determination of inorganic substances in water and fluvial sediments: U.S. Geological Survey Techniques of Water-Resources Investigations, book 5, chap. A1, p. 443. | USGS | I-3765-85",Physical
1994-04-20,90,mg/L,Total suspended solids,,Physical
1994-04-26,484,mg/L,Total suspended solids,"DESCRIPTION: Suspended solids, dried at 105 deg. C, by weight; CITATION(S): Fishman, M.J., and Friedman, L.C., 1989, Methods for determination of inorganic substances in water and fluvial sediments: U.S. Geological Survey Techniques of Water-Resources Investigations, book 5, chap. A1, p. 443. | USGS | I-3765-85",Physical
1994-05-03,124,mg/L,Total suspended solids,"DESCRIPTION: Suspended solids, dried at 105 deg. C, by weight; CITATION(S): Fishman, M.J., and Friedman, L.C., 1989, Methods for determination of inorganic substances in water and fluvial sediments: U.S. Geological Survey Techniques of Water-Resources Investigations, book 5, chap. A1, p. 443. | USGS | I-3765-85",Physical
